ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Caffeine,Cannabis,Chocolate,Legal High,Nicotine,Illicit Drugs
1483,45-54,1.09449,Female,Doctorate Degree,UK,White,-0.92104,0.00332,0.14143,0.13136,0.75830,-0.21712,-0.21575,CL5,CL6,CL0,CL6,CL0,CL0,1
1484,25-34,-0.07854,Female,University Degree,UK,White,-0.24649,0.47617,0.72330,1.61108,-0.14277,-0.71126,0.76540,CL5,CL5,CL4,CL6,CL5,CL5,1
1485,35-44,0.49788,Male,Professional Diploma,USA,White,0.52135,-1.09207,-0.45174,0.13136,-1.13788,0.88113,-0.84637,CL3,CL6,CL2,CL6,CL2,CL3,1
1486,25-34,-0.07854,Female,Doctorate Degree,UK,White,-1.05308,1.45421,-0.84732,0.94156,0.58489,-0.71126,-0.52593,CL5,CL6,CL0,CL6,CL0,CL0,0
1487,18-24,-0.95197,Male,Some College,Other,White,-1.19430,1.11406,1.24033,-1.62090,-0.65253,0.52975,1.22470,CL6,CL6,CL6,CL6,CL0,CL6,1
1488,25-34,-0.07854,Female,University Degree,UK,White,-0.05188,-0.30033,-1.27553,-0.01729,0.75830,-0.71126,-1.18084,CL5,CL6,CL0,CL6,CL0,CL0,0
1489,18-24,-0.95197,Male,University Degree,Australia,White,0.73545,0.00332,-0.17779,-1.07533,0.58489,1.29221,-0.52593,CL6,CL6,CL6,CL5,CL5,CL6,1
1490,25-34,-0.07854,Female,Some College,USA,White,-0.46725,-0.43999,-0.17779,-1.77200,-1.25773,1.86203,1.92173,CL6,CL6,CL2,CL2,CL0,CL3,1
1491,25-34,-0.07854,Female,Doctorate Degree,UK,White,1.37297,-0.69509,-0.58331,-1.47955,1.13407,0.88113,-2.07848,CL5,CL6,CL2,CL5,CL2,CL1,1
1492,18-24,-0.95197,Female,Masters Degree,UK,White,-0.05188,1.11406,-1.42424,-0.45321,-0.78155,0.88113,1.22470,CL5,CL5,CL1,CL6,CL0,CL0,1
1493,18-24,-0.95197,Male,Some College,USA,White,1.49158,-0.57545,-0.71727,-0.45321,-1.51840,1.29221,0.76540,CL6,CL4,CL6,CL6,CL3,CL3,1
1494,45-54,1.09449,Male,Some College,USA,White,-0.14882,-0.30033,0.58331,0.13136,-0.27607,1.29221,1.22470,CL4,CL6,CL4,CL5,CL5,CL6,1
1495,18-24,-0.95197,Male,Some College,USA,White,2.12700,-0.94779,-0.45174,-0.30172,-1.64101,1.29221,0.07987,CL5,CL6,CL6,CL6,CL3,CL6,1
1496,18-24,-0.95197,Male,Some College,UK,White,0.91093,-3.27393,-0.45174,-1.47955,-1.78169,1.86203,0.76540,CL5,CL6,CL5,CL6,CL6,CL6,1
1497,18-24,-0.95197,Male,Some College,UK,White,-0.79151,-0.94779,-0.01928,-0.60633,-0.40581,-0.71126,0.07987,CL4,CL4,CL3,CL5,CL0,CL6,1
1498,25-34,-0.07854,Male,Masters Degree,Other,White,-1.19430,0.16767,0.29338,-0.91699,-0.89891,0.19268,1.22470,CL5,CL5,CL0,CL6,CL5,CL0,1
1499,45-54,1.09449,Female,Left before 16,USA,White,0.62967,-0.15487,-0.45174,-0.45321,-1.01450,0.19268,-0.52593,CL5,CL6,CL6,CL4,CL0,CL6,1
1500,45-54,1.09449,Male,University Degree,USA,White,-1.05308,0.96248,0.44585,-0.01729,0.58489,0.88113,1.22470,CL5,CL6,CL1,CL6,CL0,CL6,1
1501,25-34,-0.07854,Male,Doctorate Degree,USA,Other,-0.34799,0.47617,-0.01928,-0.60633,-0.00665,0.52975,1.22470,CL5,CL6,CL6,CL3,CL3,CL6,1
1502,18-24,-0.95197,Female,Some College,USA,White,0.62967,0.16767,0.58331,-2.07848,-0.00665,1.86203,-0.21575,CL4,CL6,CL5,CL5,CL4,CL3,1
1503,18-24,-0.95197,Male,University Degree,USA,White,0.41667,-1.92173,0.88309,-0.15487,-0.52745,0.19268,-0.52593,CL6,CL6,CL0,CL4,CL3,CL0,1
1504,25-34,-0.07854,Male,University Degree,USA,White,-0.46725,0.47617,1.43533,-0.30172,-0.40581,0.19268,0.76540,CL6,CL6,CL6,CL5,CL4,CL5,1
1505,18-24,-0.95197,Female,University Degree,USA,White/Asian,-0.46725,0.00332,-0.31776,0.13136,-0.52745,1.29221,1.22470,CL6,CL6,CL6,CL5,CL3,CL6,1
1506,35-44,0.49788,Female,Professional Diploma,USA,White,1.72012,-2.72827,0.29338,1.28610,-0.78155,-0.21712,-0.21575,CL5,CL6,CL6,CL5,CL0,CL2,1
1507,45-54,1.09449,Female,Doctorate Degree,UK,White,0.04257,1.58487,1.06238,0.59042,2.04506,-0.21712,-0.52593,CL6,CL4,CL1,CL4,CL0,CL2,1
1508,18-24,-0.95197,Female,Left at 16,UK,White,2.82196,-2.44904,1.06238,-0.76096,-2.18109,-0.21712,-0.84637,CL4,CL6,CL0,CL5,CL3,CL4,1
1509,18-24,-0.95197,Female,University Degree,UK,White,1.02119,-0.69509,0.88309,-1.77200,-0.40581,0.19268,0.40148,CL6,CL6,CL3,CL6,CL0,CL4,1
1510,25-34,-0.07854,Female,Professional Diploma,USA,White,0.73545,-1.23177,0.72330,0.59042,-0.00665,0.52975,0.76540,CL5,CL5,CL6,CL5,CL2,CL2,1
1511,25-34,-0.07854,Male,Some College,USA,White,0.91093,-2.11437,-0.17779,-0.45321,-0.89891,-1.37983,-0.84637,CL0,CL6,CL0,CL6,CL3,CL0,1
1512,18-24,-0.95197,Male,University Degree,USA,White,0.73545,-0.80615,1.65653,0.13136,-1.25773,-0.21712,-0.52593,CL5,CL6,CL6,CL6,CL4,CL6,1
1513,18-24,-0.95197,Male,Left before 16,USA,White,2.28554,-0.69509,0.29338,-0.60633,-0.14277,-1.37983,-0.84637,CL6,CL4,CL6,CL5,CL2,CL3,1
1514,18-24,-0.95197,Male,Some College,USA,White/Asian,-0.14882,-0.57545,-0.84732,-0.60633,-0.52745,-0.21712,-2.07848,CL3,CL6,CL6,CL3,CL2,CL6,1
1515,25-34,-0.07854,Male,Left at 18,USA,White,1.23461,-2.32338,0.29338,-0.30172,-1.92173,0.19268,-0.52593,CL3,CL6,CL2,CL6,CL2,CL6,1
1516,18-24,-0.95197,Male,Some College,USA,White,1.02119,-0.43999,-0.01928,-1.34289,-1.13788,1.86203,1.22470,CL6,CL6,CL4,CL6,CL3,CL5,1
1517,18-24,-0.95197,Male,Left at 18,USA,White,-0.79151,1.93886,1.65653,-1.07533,-0.40581,1.86203,1.92173,CL5,CL6,CL6,CL5,CL4,CL6,1
1518,45-54,1.09449,Male,Doctorate Degree,USA,White,0.62967,-1.37639,1.43533,-0.91699,-0.52745,1.86203,0.76540,CL5,CL6,CL3,CL6,CL0,CL5,1
1519,18-24,-0.95197,Male,Professional Diploma,USA,White,0.04257,-1.63340,1.88511,-0.91699,0.12331,0.19268,0.40148,CL6,CL5,CL6,CL5,CL3,CL3,1
1520,18-24,-0.95197,Male,Some College,USA,White,-0.24649,-0.80615,-1.27553,-1.34289,-1.92173,-0.71126,0.07987,CL0,CL3,CL4,CL1,CL2,CL2,1
1521,18-24,-0.95197,Male,Some College,Other,White,1.37297,-0.30033,-0.17779,-0.15487,-1.25773,0.19268,-0.21575,CL5,CL6,CL2,CL6,CL2,CL6,1
1522,18-24,-0.95197,Male,Professional Diploma,USA,White,1.37297,-1.63340,1.06238,-0.91699,-1.38502,1.29221,0.76540,CL5,CL5,CL6,CL6,CL5,CL6,1
1523,25-34,-0.07854,Male,Professional Diploma,USA,White,-0.05188,-2.72827,1.24033,1.45039,0.41594,-1.37983,-2.07848,CL3,CL6,CL3,CL3,CL5,CL6,1
1524,18-24,-0.95197,Male,Some College,USA,White,0.82562,2.12700,1.88511,0.13136,-0.65253,1.86203,1.92173,CL4,CL6,CL3,CL6,CL5,CL6,1
1525,18-24,-0.95197,Male,Left at 18,USA,White,1.60383,-2.21069,1.24033,0.43852,-1.38502,0.52975,0.40148,CL2,CL6,CL6,CL5,CL3,CL6,1
1526,18-24,-0.95197,Male,Left at 16,Australia,White,0.82562,1.28610,0.29338,-1.21213,-0.89891,0.88113,1.92173,CL6,CL6,CL4,CL3,CL3,CL6,1
1527,18-24,-0.95197,Male,Left at 18,USA,White,0.52135,1.28610,1.24033,-0.45321,-0.52745,1.86203,0.76540,CL5,CL6,CL5,CL5,CL4,CL3,1
1528,18-24,-0.95197,Male,Some College,USA,White,0.91093,0.00332,1.06238,-1.21213,-1.51840,1.29221,0.40148,CL6,CL6,CL6,CL5,CL3,CL6,1
1529,18-24,-0.95197,Female,University Degree,UK,White,-1.86962,1.93886,0.58331,-1.47955,0.12331,1.29221,1.92173,CL6,CL6,CL6,CL5,CL0,CL6,1
1530,18-24,-0.95197,Male,Some College,USA,White,-1.55078,0.96248,1.65653,-0.01729,-0.14277,1.29221,0.76540,CL5,CL6,CL6,CL6,CL5,CL6,1
1531,18-24,-0.95197,Male,Left before 16,New Zealand,White,-1.19430,-0.94779,1.06238,1.28610,-0.52745,0.88113,1.22470,CL3,CL6,CL4,CL6,CL3,CL2,1
1532,25-34,-0.07854,Female,University Degree,USA,Other,-0.14882,0.96248,1.24033,0.76096,-0.27607,-0.21712,0.07987,CL5,CL6,CL6,CL6,CL6,CL6,1
1533,18-24,-0.95197,Male,Some College,USA,White,1.02119,-1.76250,0.58331,-0.15487,-2.57309,0.88113,-0.21575,CL5,CL5,CL4,CL4,CL4,CL6,1
1534,18-24,-0.95197,Male,Some College,USA,Other,-0.92104,1.28610,-0.45174,-0.60633,-0.00665,0.88113,1.22470,CL5,CL6,CL3,CL6,CL3,CL3,0
1535,25-34,-0.07854,Male,Left at 18,Australia,White,0.04257,0.32197,-0.97631,0.28783,-0.65253,-0.71126,0.76540,CL6,CL5,CL5,CL6,CL3,CL5,1
1536,35-44,0.49788,Female,Some College,Republic of Ireland,White,0.31287,0.00332,-0.84732,-0.60633,-0.52745,-0.71126,0.07987,CL5,CL6,CL4,CL5,CL3,CL5,1
1537,18-24,-0.95197,Female,Some College,USA,Other,-0.46725,0.80523,0.29338,2.03972,1.81175,-1.37983,-0.21575,CL5,CL6,CL3,CL6,CL3,CL4,1
1538,18-24,-0.95197,Female,Some College,USA,White,0.13606,-0.94779,-1.11902,0.43852,-1.13788,-0.71126,0.76540,CL5,CL6,CL5,CL4,CL5,CL4,1
1539,18-24,-0.95197,Female,Some College,USA,Other,0.04257,1.74091,-0.58331,-0.45321,2.33337,0.88113,1.92173,CL4,CL5,CL0,CL5,CL0,CL0,0
1540,18-24,-0.95197,Male,Some College,USA,White,1.13281,-0.69509,0.88309,0.94156,-0.89891,1.29221,0.76540,CL6,CL6,CL5,CL4,CL4,CL6,1
1541,18-24,-0.95197,Female,Some College,USA,White,0.62967,-0.15487,1.88511,1.45039,0.12331,0.88113,-0.84637,CL6,CL5,CL6,CL5,CL3,CL6,1
1542,18-24,-0.95197,Male,Some College,USA,White,-1.55078,1.28610,-0.97631,0.43852,0.93949,0.19268,1.92173,CL6,CL6,CL6,CL6,CL4,CL6,1
1543,25-34,-0.07854,Male,Some College,USA,White,0.82562,-3.00537,0.29338,-1.34289,-2.04506,0.88113,0.76540,CL6,CL4,CL6,CL5,CL6,CL3,1
1544,18-24,-0.95197,Male,Some College,UK,White,-0.14882,-0.43999,-0.71727,-0.76096,-1.64101,1.29221,0.76540,CL4,CL5,CL4,CL6,CL5,CL2,1
1545,18-24,-0.95197,Male,Some College,USA,White,0.82562,0.80523,0.88309,0.59042,-0.78155,0.19268,0.07987,CL4,CL6,CL6,CL5,CL3,CL6,1
1546,18-24,-0.95197,Female,Some College,USA,White,1.02119,-0.94779,0.88309,0.13136,-0.14277,-0.71126,0.40148,CL3,CL6,CL6,CL6,CL0,CL0,0
1547,18-24,-0.95197,Male,Left at 18,USA,Other,-0.24649,-1.92173,0.29338,-0.60633,-1.13788,0.52975,0.40148,CL3,CL6,CL4,CL4,CL3,CL2,1
1548,18-24,-0.95197,Female,Some College,USA,White,1.49158,0.16767,0.88309,-0.01729,0.58489,0.52975,0.76540,CL3,CL5,CL6,CL6,CL0,CL0,1
1549,25-34,-0.07854,Male,University Degree,UK,White,-1.19430,-0.57545,-1.68062,0.28783,1.30612,-1.37983,-0.84637,CL5,CL6,CL0,CL0,CL0,CL2,0
1550,25-34,-0.07854,Female,Masters Degree,UK,White,-0.67825,-0.94779,0.58331,0.28783,1.30612,-0.71126,-0.84637,CL5,CL6,CL0,CL4,CL0,CL1,0
1551,25-34,-0.07854,Female,Professional Diploma,UK,White,-0.46725,0.00332,-1.11902,0.28783,-0.00665,0.19268,-0.52593,CL6,CL6,CL2,CL5,CL0,CL6,1
1552,55-64,1.82213,Female,Professional Diploma,UK,White,0.41667,-1.50796,-1.82919,-0.91699,-0.40581,-1.37983,-2.07848,CL3,CL6,CL0,CL3,CL0,CL1,0
1553,45-54,1.09449,Female,Some College,UK,White,-0.14882,-0.94779,-1.27553,-0.60633,0.41594,-0.21712,0.07987,CL6,CL6,CL1,CL4,CL0,CL1,1
1554,45-54,1.09449,Female,Professional Diploma,UK,White,-0.58016,-0.57545,-1.27553,0.94156,0.93949,-1.37983,-2.07848,CL6,CL6,CL0,CL5,CL0,CL0,0
1555,18-24,-0.95197,Male,Some College,UK,White,-0.05188,-2.32338,-0.84732,-1.77200,-0.40581,1.29221,-0.21575,CL6,CL6,CL2,CL6,CL0,CL3,1
1556,25-34,-0.07854,Male,Masters Degree,UK,White,-1.55078,1.11406,-0.01928,-0.01729,1.46191,0.19268,0.07987,CL5,CL6,CL2,CL5,CL4,CL4,0
1557,18-24,-0.95197,Female,Masters Degree,UK,White,0.31287,0.80523,-0.97631,0.28783,0.25953,-0.21712,0.40148,CL6,CL6,CL3,CL4,CL0,CL6,1
1558,25-34,-0.07854,Female,Some College,UK,White,-1.32828,1.58487,-0.58331,1.61108,1.13407,0.19268,-0.21575,CL5,CL6,CL2,CL6,CL0,CL0,0
1559,55-64,1.82213,Female,University Degree,UK,White,-1.86962,1.58487,0.44585,0.76096,1.63088,0.19268,-0.52593,CL4,CL6,CL0,CL4,CL0,CL6,0
1560,18-24,-0.95197,Female,University Degree,UK,White/Black,-0.92104,-0.15487,-0.84732,-0.76096,1.30612,-0.71126,-0.21575,CL5,CL5,CL2,CL6,CL0,CL3,0
1561,25-34,-0.07854,Female,Masters Degree,UK,Asian,0.73545,0.16767,-0.71727,-0.91699,1.13407,-1.37983,-0.84637,CL4,CL6,CL2,CL5,CL0,CL0,0
1562,35-44,0.49788,Female,University Degree,UK,White,0.62967,-1.50796,-0.31776,0.28783,-0.14277,-0.71126,-2.07848,CL1,CL6,CL1,CL6,CL0,CL1,1
1563,45-54,1.09449,Female,Left before 16,UK,White,0.22393,-0.30033,-1.27553,-0.60633,-0.27607,-0.21712,-0.52593,CL1,CL6,CL0,CL6,CL0,CL6,0
1564,35-44,0.49788,Male,Professional Diploma,UK,White,0.73545,-1.50796,-0.84732,-0.15487,-1.13788,0.88113,0.07987,CL4,CL6,CL3,CL6,CL0,CL1,1
1565,35-44,0.49788,Female,University Degree,UK,White,-0.05188,1.74091,-2.85950,-0.76096,2.63199,-1.37983,-1.54858,CL6,CL6,CL0,CL5,CL0,CL2,0
1566,45-54,1.09449,Female,Professional Diploma,UK,White,-0.46725,-0.30033,-1.42424,1.45039,2.04506,-0.71126,-0.52593,CL6,CL6,CL1,CL6,CL0,CL6,1
1567,35-44,0.49788,Female,Professional Diploma,UK,White,0.82562,0.80523,0.29338,1.28610,0.25953,-1.37983,-1.18084,CL5,CL6,CL0,CL5,CL0,CL1,0
1568,45-54,1.09449,Female,Professional Diploma,UK,White,2.46262,-2.53830,-0.31776,-0.91699,-0.78155,-0.71126,-1.54858,CL4,CL6,CL0,CL6,CL0,CL0,1
1569,35-44,0.49788,Male,Masters Degree,UK,White,-1.55078,0.80523,1.24033,1.81866,-0.00665,0.19268,-0.21575,CL5,CL6,CL0,CL5,CL0,CL0,0
1570,25-34,-0.07854,Male,University Degree,UK,White,-0.05188,0.47617,-1.11902,-0.76096,-0.27607,-1.37983,-0.84637,CL5,CL6,CL0,CL5,CL0,CL3,0
1571,25-34,-0.07854,Female,Masters Degree,UK,White,-1.05308,1.28610,-0.45174,-0.15487,-0.00665,0.88113,-0.84637,CL5,CL5,CL2,CL5,CL0,CL2,1
1572,45-54,1.09449,Male,Professional Diploma,UK,White,-0.79151,-0.43999,-0.01928,1.81866,0.75830,-0.71126,-0.52593,CL6,CL6,CL0,CL5,CL0,CL0,0
1573,18-24,-0.95197,Female,Some College,UK,White,-0.58016,-0.30033,-0.84732,0.59042,0.58489,-0.71126,-1.54858,CL3,CL6,CL2,CL6,CL0,CL2,0
1574,25-34,-0.07854,Female,Masters Degree,UK,White,0.31287,0.00332,-0.31776,0.59042,0.41594,0.19268,0.76540,CL6,CL6,CL1,CL5,CL0,CL4,0
1575,45-54,1.09449,Female,Professional Diploma,UK,White,1.02119,0.32197,0.72330,1.61108,-0.52745,0.88113,-0.84637,CL3,CL6,CL0,CL5,CL0,CL0,1
1576,35-44,0.49788,Female,University Degree,UK,White,-0.05188,0.96248,-1.11902,0.94156,1.63088,-1.37983,-2.07848,CL3,CL5,CL0,CL6,CL0,CL0,0
1577,35-44,0.49788,Female,Some College,UK,White,-0.24649,0.16767,-1.82919,-0.45321,0.41594,-1.37983,-0.52593,CL4,CL6,CL1,CL6,CL0,CL1,0
1578,25-34,-0.07854,Female,Masters Degree,UK,White,-0.24649,0.80523,-0.58331,1.45039,0.93949,0.19268,-0.84637,CL5,CL6,CL0,CL5,CL0,CL2,0
1579,45-54,1.09449,Female,University Degree,UK,White,-1.05308,-0.15487,-1.11902,-0.45321,0.58489,-1.37983,-0.84637,CL3,CL6,CL0,CL6,CL0,CL0,0
1580,45-54,1.09449,Female,Masters Degree,UK,White,0.41667,-0.43999,1.43533,1.28610,0.75830,-0.21712,-0.52593,CL4,CL6,CL1,CL5,CL0,CL1,1
1581,35-44,0.49788,Female,Left at 16,UK,White,-0.46725,0.16767,-0.45174,1.28610,0.58489,-1.37983,-0.52593,CL6,CL6,CL0,CL5,CL0,CL1,0
1582,45-54,1.09449,Female,Professional Diploma,UK,White,0.62967,-1.50796,-2.39883,-0.91699,0.12331,-1.37983,-2.07848,CL5,CL0,CL0,CL4,CL0,CL0,1
1583,35-44,0.49788,Female,Masters Degree,UK,White,-0.24649,-0.15487,-1.27553,0.43852,1.46191,-0.21712,-0.84637,CL4,CL6,CL0,CL6,CL0,CL2,1
1584,35-44,0.49788,Male,Professional Diploma,UK,White,0.31287,-1.23177,-0.01928,0.76096,0.12331,-0.71126,-0.84637,CL6,CL6,CL1,CL5,CL0,CL6,1
1585,35-44,0.49788,Female,Masters Degree,UK,White,0.73545,2.32338,0.14143,1.81866,0.12331,0.19268,0.76540,CL5,CL6,CL1,CL0,CL0,CL6,0
1586,25-34,-0.07854,Female,University Degree,UK,White,0.13606,1.11406,0.14143,-0.15487,0.58489,0.88113,0.40148,CL6,CL6,CL2,CL6,CL3,CL3,1
1587,35-44,0.49788,Female,University Degree,UK,White,0.04257,-0.15487,0.88309,-0.30172,0.58489,0.19268,-0.84637,CL5,CL6,CL3,CL6,CL0,CL1,1
1588,35-44,0.49788,Female,Professional Diploma,UK,White,-0.34799,0.80523,-1.68062,-0.60633,0.41594,-0.21712,-0.21575,CL5,CL6,CL0,CL6,CL0,CL6,0
1589,35-44,0.49788,Male,Left at 16,UK,White,-1.32828,2.12700,-0.58331,-0.60633,0.12331,-0.21712,-0.21575,CL6,CL6,CL0,CL5,CL0,CL2,0
1590,35-44,0.49788,Male,Professional Diploma,UK,White,-2.05048,1.45421,-0.01928,0.28783,0.93949,0.52975,0.07987,CL4,CL6,CL1,CL6,CL0,CL6,1
1591,35-44,0.49788,Female,University Degree,UK,White,0.82562,-0.69509,-0.84732,1.45039,1.13407,-0.21712,0.40148,CL5,CL6,CL0,CL5,CL0,CL1,0
1592,45-54,1.09449,Female,Professional Diploma,UK,White,-2.05048,0.80523,-0.97631,2.75696,1.13407,-1.37983,-2.07848,CL5,CL6,CL0,CL5,CL0,CL0,0
1593,45-54,1.09449,Female,University Degree,UK,White,-0.79151,1.93886,-0.45174,1.11406,0.41594,0.88113,1.92173,CL5,CL6,CL0,CL0,CL0,CL0,1
1594,35-44,0.49788,Female,Doctorate Degree,UK,White,0.04257,0.80523,0.29338,-0.01729,-0.14277,-0.21712,-0.52593,CL5,CL6,CL1,CL5,CL0,CL0,1
1595,25-34,-0.07854,Female,University Degree,UK,White,-0.24649,1.11406,-0.45174,-0.15487,0.41594,-0.71126,-0.84637,CL5,CL5,CL0,CL6,CL0,CL0,0
1596,25-34,-0.07854,Female,University Degree,UK,White,-0.58016,1.74091,0.88309,-0.01729,-0.27607,1.29221,0.76540,CL5,CL5,CL3,CL5,CL0,CL3,1
1597,55-64,1.82213,Female,Some College,UK,White,-0.05188,0.63779,0.14143,0.43852,0.41594,-0.21712,-1.54858,CL5,CL6,CL0,CL5,CL0,CL1,1
1598,35-44,0.49788,Female,University Degree,UK,White,-0.67825,0.32197,-0.97631,0.59042,0.12331,-0.71126,-0.84637,CL5,CL6,CL0,CL5,CL0,CL1,1
1599,25-34,-0.07854,Female,Masters Degree,UK,White,-0.79151,1.28610,-1.82919,0.13136,0.75830,-0.71126,-0.84637,CL5,CL4,CL0,CL5,CL0,CL2,0
1600,25-34,-0.07854,Female,Professional Diploma,UK,White,-1.19430,1.11406,-1.42424,0.28783,-0.00665,-0.71126,-0.84637,CL4,CL6,CL1,CL6,CL0,CL4,1
1601,25-34,-0.07854,Female,Professional Diploma,UK,White,-0.67825,0.96248,-1.11902,-0.15487,0.58489,0.19268,-0.21575,CL5,CL5,CL0,CL5,CL0,CL1,0
1602,25-34,-0.07854,Male,Masters Degree,UK,White,0.13606,0.63779,0.14143,-0.91699,1.63088,-0.71126,-1.54858,CL4,CL6,CL2,CL6,CL0,CL2,0
1603,55-64,1.82213,Female,Masters Degree,UK,White,0.31287,0.47617,1.06238,-0.30172,-0.78155,0.52975,0.76540,CL6,CL6,CL0,CL5,CL0,CL0,0
1604,25-34,-0.07854,Female,University Degree,UK,White,-0.05188,2.85950,1.88511,0.94156,-0.89891,1.86203,1.22470,CL4,CL6,CL0,CL6,CL0,CL0,1
1605,45-54,1.09449,Male,Left at 16,UK,White,-0.34799,1.93886,-0.01928,0.76096,1.30612,-1.37983,-0.84637,CL5,CL6,CL0,CL5,CL0,CL1,1
1606,25-34,-0.07854,Female,University Degree,UK,Asian,-0.24649,2.12700,-2.21069,-0.91699,-0.14277,1.29221,-0.21575,CL0,CL5,CL0,CL5,CL0,CL0,0
1607,35-44,0.49788,Female,Professional Diploma,UK,White,-1.55078,1.45421,0.44585,0.43852,0.58489,-0.71126,-1.18084,CL5,CL6,CL2,CL6,CL0,CL2,1
1608,35-44,0.49788,Female,Masters Degree,UK,White,-0.79151,0.32197,-0.01928,-0.15487,1.13407,-0.21712,-0.21575,CL5,CL6,CL1,CL5,CL0,CL2,0
1609,25-34,-0.07854,Male,Some College,USA,White,-0.24649,-1.09207,2.44904,-0.91699,-0.65253,1.29221,0.76540,CL3,CL5,CL3,CL4,CL6,CL6,1
1610,25-34,-0.07854,Female,University Degree,UK,White,-0.14882,-1.09207,-1.68062,0.94156,0.75830,-0.71126,-2.07848,CL4,CL6,CL0,CL6,CL0,CL0,1
1611,45-54,1.09449,Female,University Degree,UK,White,0.22393,0.63779,-0.97631,0.76096,-0.52745,-1.37983,-2.07848,CL5,CL6,CL0,CL5,CL0,CL2,1
1612,25-34,-0.07854,Female,University Degree,UK,White,-0.34799,-0.43999,-1.42424,1.11406,0.93949,-1.37983,-1.54858,CL3,CL6,CL0,CL6,CL0,CL0,0
1613,35-44,0.49788,Female,University Degree,UK,White/Black,0.13606,1.28610,-0.97631,0.43852,-0.00665,-0.21712,-0.21575,CL5,CL6,CL2,CL6,CL0,CL1,1
1614,25-34,-0.07854,Male,Some College,UK,White,-2.52197,2.32338,0.29338,-1.47955,0.58489,0.88113,1.22470,CL4,CL6,CL1,CL6,CL3,CL0,1
1615,35-44,0.49788,Female,Doctorate Degree,UK,White,-1.19430,0.47617,1.24033,1.11406,3.00537,-0.21712,0.07987,CL5,CL6,CL1,CL6,CL0,CL2,1
1616,55-64,1.82213,Male,Professional Diploma,UK,White,0.62967,-1.50796,-1.55521,0.76096,-0.40581,0.19268,-0.21575,CL6,CL6,CL0,CL6,CL0,CL0,0
1617,25-34,-0.07854,Male,Masters Degree,UK,White,0.52135,0.00332,0.72330,0.59042,-0.27607,0.88113,1.92173,CL5,CL6,CL0,CL6,CL2,CL3,1
1618,45-54,1.09449,Male,Professional Diploma,UK,White,0.31287,0.16767,-1.11902,0.59042,0.58489,0.52975,-0.52593,CL5,CL6,CL0,CL6,CL0,CL0,1
1619,25-34,-0.07854,Male,Some College,USA,White,0.31287,-0.30033,1.06238,-0.30172,-0.89891,0.88113,1.92173,CL5,CL6,CL6,CL4,CL2,CL6,1
1620,45-54,1.09449,Male,Professional Diploma,UK,White,0.13606,0.00332,-0.45174,-0.60633,0.75830,-0.21712,0.40148,CL5,CL6,CL0,CL5,CL0,CL2,0
1621,25-34,-0.07854,Male,University Degree,UK,Black,1.37297,-0.30033,-0.97631,-0.30172,-0.27607,0.19268,-0.52593,CL6,CL0,CL0,CL5,CL0,CL1,0
1622,35-44,0.49788,Male,Professional Diploma,UK,White,-1.55078,-0.15487,0.58331,0.43852,1.13407,0.19268,-0.21575,CL5,CL6,CL0,CL4,CL0,CL0,0
1623,35-44,0.49788,Male,University Degree,UK,White,0.52135,-0.80615,-1.27553,0.59042,-0.89891,0.19268,-1.18084,CL5,CL6,CL0,CL6,CL0,CL0,1
1624,45-54,1.09449,Male,Masters Degree,UK,White,0.13606,-0.69509,-0.17779,-0.76096,-0.27607,-0.71126,-0.84637,CL5,CL6,CL1,CL5,CL0,CL6,1
1625,35-44,0.49788,Male,Some College,UK,White,-0.79151,0.47617,-0.01928,0.13136,0.12331,-0.21712,0.07987,CL5,CL6,CL3,CL5,CL0,CL2,1
1626,35-44,0.49788,Female,Professional Diploma,UK,White,-0.79151,0.32197,-1.27553,0.76096,0.75830,-1.37983,-1.18084,CL6,CL6,CL0,CL6,CL0,CL6,0
1627,25-34,-0.07854,Female,Professional Diploma,UK,White,-1.43907,0.63779,-1.42424,0.59042,0.58489,-1.37983,-1.18084,CL5,CL5,CL1,CL5,CL0,CL2,0
1628,25-34,-0.07854,Female,Masters Degree,UK,White,-1.86962,1.28610,-1.27553,-0.15487,1.46191,-1.37983,-2.07848,CL4,CL6,CL1,CL5,CL0,CL0,1
1629,25-34,-0.07854,Female,Masters Degree,UK,White,0.62967,0.00332,-0.01928,0.76096,-0.00665,-1.37983,-0.52593,CL3,CL6,CL0,CL5,CL0,CL0,0
1630,45-54,1.09449,Female,Professional Diploma,UK,White,0.13606,-0.15487,-0.84732,0.28783,0.58489,0.52975,-0.52593,CL2,CL6,CL1,CL6,CL0,CL1,1
1631,35-44,0.49788,Female,University Degree,UK,White,-0.14882,0.47617,0.88309,-1.07533,-1.01450,0.19268,0.40148,CL6,CL6,CL1,CL6,CL0,CL2,0
1632,35-44,0.49788,Female,Professional Diploma,UK,White,-2.21844,0.47617,-0.17779,2.75696,1.13407,-0.71126,-0.84637,CL5,CL6,CL1,CL5,CL0,CL4,1
1633,35-44,0.49788,Male,Professional Diploma,Canada,White,1.60383,0.16767,-0.45174,-0.01729,1.81175,1.29221,1.92173,CL6,CL6,CL6,CL4,CL0,CL1,1
